bank_id,destination,section,exact_target,mastery_goal_id,expected_evidence,representation,response_type,source_basis
U4-S1-P2-12,Practice Set 2,4.1,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.",,Top-left: constant slope; top-right: smooth turning point; bottom-left: accelerating growth; bottom-right: sharp corner.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P2-13,Practice Set 2,4.1,I can determine which representation gives the strongest evidence for a function family when features seem similar.,,Quadratic; constant second differences.,Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P2-14,Practice Set 2,4.1,I can determine which representation gives the strongest evidence for a function family when features seem similar.,,"The shape at the minimum is strongest: the quadratic is smooth, while the absolute-value graph has a sharp corner.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P2-15,Practice Set 2,4.1,I can determine which representation gives the strongest evidence for a function family when features seem similar.,,Quadratic; constant second differences and symmetry around the middle x-value.,Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P2-16,Practice Set 2,4.1,I can determine which representation gives the strongest evidence for a function family when features seem similar.,,"A constant slope across the full line supports linear, while increasing steepness supports exponential.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P2-17,Practice Set 2,4.1,I can determine which representation gives the strongest evidence for a function family when features seem similar.,,Constant second differences support a quadratic family; the cropped graph omits important shape information.,Multiple-representation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P2-18,Practice Set 2,4.1,I can determine which representation gives the strongest evidence for a function family when features seem similar.,,Exponential; the equation structure is characteristic of an exponential function.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-PracticeSet2-19,Practice Set 2,4.1,Solve systems graphically and by elimination while interpreting the meaning of different solution types.,,"$(1,5)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-PracticeSet2-20,Practice Set 2,4.1,Solve systems graphically and by elimination while interpreting the meaning of different solution types.,,"$(2,3)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-PracticeSet2-21,Practice Set 2,4.1,Solve systems graphically and by elimination while interpreting the meaning of different solution types.,,"$(-1,4)$.",Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-PracticeSet2-22,Practice Set 2,4.1,Analyze and compare linear relationships using multiple representations.,,A has slope 0.5 and intercept -2; B has slope -0.5 and intercept 3. A has the greater slope; B has the greater starting value.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-PracticeSet2-23,Practice Set 2,4.1,Analyze and compare linear relationships using multiple representations.,,A has slope 3 and intercept 0; B has slope 0.5 and intercept 2. A changes faster; B has the greater starting value.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-PracticeSet2-24,Practice Set 2,4.1,Analyze and compare linear relationships using multiple representations.,,A has slope 2 and intercept 1; B has slope 1 and intercept 5. A changes faster; B has the greater starting value.,Equation + Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-01,Practice Set 3,4.1,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.",,Quadratic; the equation structure is characteristic of a quadratic function.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-02,Practice Set 3,4.1,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.",,Exponential; constant ratio of 2.,Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-03,Practice Set 3,4.1,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.",,Top-left is linear and would produce constant first differences. Bottom-left is exponential and would produce a constant ratio.,Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-04,Practice Set 3,4.1,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.",,"The constant first differences are stronger exact evidence, so the relationship should be classified as linear unless other exact data contradict it.",Multiple-representation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-05,Practice Set 3,4.1,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.",,Quadratic; the equation structure is characteristic of a quadratic function.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-06,Practice Set 3,4.1,"I can construct evidence for a function family using patterns in graphs, equations, tables, and contexts.",,Exponential; constant ratio of 2.,Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-07,Practice Set 3,4.1,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.",,"Top-left is linear. Top-right turns smoothly, bottom-left curves with increasing steepness, and bottom-right has a sharp corner, so those three are not linear.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-08,Practice Set 3,4.1,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.",,The exact constant ratio is stronger evidence and supports an exponential family.,Multiple-representation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-09,Practice Set 3,4.1,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.",,Quadratic; the equation structure is characteristic of a quadratic function.,Equation,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-10,Practice Set 3,4.1,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.",,Absolute value; mirror symmetry with equal changes away from the center.,Table,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-11,Practice Set 3,4.1,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.",,"Top-left is linear and has constant slope. Bottom-left is exponential and becomes increasingly steep, so its rate of change is not constant.",Graph,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
U4-S1-P3-12,Practice Set 3,4.1,"I can apply family features to sort representations into linear, quadratic, exponential, absolute value, and other familiar forms.",,The squared term in the equation is decisive; the function is quadratic.,Multiple-representation reasoning,constructed/open response,Original Unit Assessment Plan + current Algebra Framework
