bank_id,destination,section,spiral_stage,i_can,learning_target,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,source_basis,summative_version
U6_S1_P1_21,Practice Set 1,6.1,Mastery,I can predict graph features from equivalent quadratic expressions.,Students will connect polynomial expressions to quadratic graphs and key features.,m_quad_features,p1-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P1_22,Practice Set 1,6.1,Mastery,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",Students will connect polynomial expressions to quadratic graphs and key features.,m_critique_opening,p1-22,ERROR-CRITIQUE-CLAIM-01,Equation + Prose,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P1_23,Practice Set 1,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,m_vertex_structure,p1-23,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P1_24,Practice Set 1,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,m_factors_graph,p1-24,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P2_01,Practice Set 2,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p2-01,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_02,Practice Set 2,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p2-02,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_03,Practice Set 2,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p2-03,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_04,Practice Set 2,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p2-04,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_05,Practice Set 2,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,p2-05,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_06,Practice Set 2,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,p2-06,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_07,Practice Set 2,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,p2-07,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_08,Practice Set 2,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,p2-08,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_09,Practice Set 2,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,p2-09,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_10,Practice Set 2,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,p2-10,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_11,Practice Set 2,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,p2-11,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_12,Practice Set 2,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,p2-12,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_13,Practice Set 2,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_graph_roots,p2-13,GRAPH-INFER-BEHAVIOR-01,Graph,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_14,Practice Set 2,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_table_roots,p2-14,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_15,Practice Set 2,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_context_ground_time,p2-15,VERIFY-REASONABLENESS-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_16,Practice Set 2,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_error_zero_product,p2-16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P2_17,Practice Set 2,6.1,Review,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,"Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_factored_zeros,p2-17,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_P2_18,Practice Set 2,6.1,Review,I can formulate quadratic functions in factored form from zeros or intercepts.,"Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_zeros_to_factored,p2-18,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph features + Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_P2_19,Practice Set 2,6.1,Review,"I can extend connections among factors, zeros, intercepts, and graph behavior.","Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_factor_zero_connection,p2-19,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_P2_20,Practice Set 2,6.1,Review,"I can extend connections among factors, zeros, intercepts, and graph behavior.","Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_verify_factored,p2-20,VERIFY-REASONABLENESS-01,Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_P2_21,Practice Set 2,6.1,Mastery,I can predict graph features from equivalent quadratic expressions.,Students will connect polynomial expressions to quadratic graphs and key features.,m_quad_features,p2-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P2_22,Practice Set 2,6.1,Mastery,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",Students will connect polynomial expressions to quadratic graphs and key features.,m_critique_opening,p2-22,ERROR-CRITIQUE-CLAIM-01,Equation + Prose,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P2_23,Practice Set 2,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,m_vertex_structure,p2-23,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P2_24,Practice Set 2,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,m_factors_graph,p2-24,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_P3_01,Practice Set 3,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p3-01,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P3_02,Practice Set 3,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p3-02,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P3_03,Practice Set 3,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p3-03,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P3_04,Practice Set 3,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,p3-04,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P3_05,Practice Set 3,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,p3-05,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_P3_06,Practice Set 3,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,p3-06,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
