bank_id,destination,section,label,exact_target,mastery_goal,spiral_stage,question_family_id,variation,task_architecture,representation,response_type,security,summative_version
u5_55_072,Practice Set 3,5.5,Practice Set 3 — 11,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form3-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_55_073,Practice Set 3,5.5,Practice Set 3 — 12,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form3-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_55_074,Practice Set 3,5.5,Practice Set 3 — 13,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form3-q13,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_075,Practice Set 3,5.5,Practice Set 3 — 14,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form3-q14,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_076,Practice Set 3,5.5,Practice Set 3 — 15,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form3-q15,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_077,Practice Set 3,5.5,Practice Set 3 — 16,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CRITIQUE-FORM,form3-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Context,constructed/open response,instructional,
u5_55_078,Practice Set 3,5.5,Practice Set 3 — 17,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-GRAPH-FEATURE,form3-q17,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_55_079,Practice Set 3,5.5,Practice Set 3 — 18,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-TABLE-TO-VERTEX,form3-q18,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_55_080,Practice Set 3,5.5,Practice Set 3 — 19,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERIFY-EQUIVALENCE,form3-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_55_081,Practice Set 3,5.5,Practice Set 3 — 20,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form3-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_55_082,Practice Set 3,5.5,Practice Set 3 — 21,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form3-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_55_083,Practice Set 3,5.5,Practice Set 3 — 22,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form3-q22,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_55_084,Practice Set 3,5.5,Practice Set 3 — 23,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form3-q23,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_085,Practice Set 3,5.5,Practice Set 3 — 24,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERTEX-TO-FACTORED,form3-q24,direct-procedure,Equation,constructed/open response,instructional,
u5_55_086,Extra Practice,5.5,Extra Practice — 1,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form4-q01,direct-procedure,Equation,constructed/open response,instructional,
u5_55_087,Extra Practice,5.5,Extra Practice — 2,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-VERTEX-FROM-FORM,form4-q02,direct-procedure,Equation,constructed/open response,instructional,
u5_55_088,Extra Practice,5.5,Extra Practice — 3,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form4-q03,direct-procedure,Equation,constructed/open response,instructional,
u5_55_089,Extra Practice,5.5,Extra Practice — 4,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-ZEROS-FROM-FORM,form4-q04,direct-procedure,Equation,constructed/open response,instructional,
u5_55_090,Extra Practice,5.5,Extra Practice — 5,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form4-q05,direct-procedure,Equation,constructed/open response,instructional,
u5_55_091,Extra Practice,5.5,Extra Practice — 6,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,form4-q06,direct-procedure,Equation,constructed/open response,instructional,
u5_55_092,Extra Practice,5.5,Extra Practice — 7,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form4-q07,direct-procedure,Equation,constructed/open response,instructional,
u5_55_093,Extra Practice,5.5,Extra Practice — 8,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form4-q08,direct-procedure,Equation,constructed/open response,instructional,
u5_55_094,Extra Practice,5.5,Extra Practice — 9,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-FACTORED-TO-STANDARD,form4-q09,direct-procedure,Equation,constructed/open response,instructional,
u5_55_095,Extra Practice,5.5,Extra Practice — 10,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form4-q10,direct-procedure,Equation,constructed/open response,instructional,
u5_55_096,Extra Practice,5.5,Extra Practice — 11,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form4-q11,direct-procedure,Equation,constructed/open response,instructional,
u5_55_097,Extra Practice,5.5,Extra Practice — 12,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-STANDARD-TO-FACTORED,form4-q12,direct-procedure,Equation,constructed/open response,instructional,
u5_55_098,Extra Practice,5.5,Extra Practice — 13,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form4-q13,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_099,Extra Practice,5.5,Extra Practice — 14,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form4-q14,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_100,Extra Practice,5.5,Extra Practice — 15,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,form4-q15,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_101,Extra Practice,5.5,Extra Practice — 16,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CRITIQUE-FORM,form4-q16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Context,constructed/open response,instructional,
u5_55_102,Extra Practice,5.5,Extra Practice — 17,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-GRAPH-FEATURE,form4-q17,REPTRANS-GRAPH-EQUATION-01,Graph,constructed/open response,instructional,
u5_55_103,Extra Practice,5.5,Extra Practice — 18,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-TABLE-TO-VERTEX,form4-q18,REPTRANS-TABLE-EQUATION-01,Table,constructed/open response,instructional,
u5_55_104,Extra Practice,5.5,Extra Practice — 19,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERIFY-EQUIVALENCE,form4-q19,direct-procedure,Equation,constructed/open response,instructional,
u5_55_105,Extra Practice,5.5,Extra Practice — 20,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form4-q20,direct-procedure,Equation,constructed/open response,instructional,
u5_55_106,Extra Practice,5.5,Extra Practice — 21,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FORM-FEATURE-MATCH,form4-q21,direct-procedure,Equation,constructed/open response,instructional,
u5_55_107,Extra Practice,5.5,Extra Practice — 22,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form4-q22,REPTRANS-CONTEXT-EQUATION-01,Context,constructed/open response,instructional,
u5_55_108,Extra Practice,5.5,Extra Practice — 23,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CONTEXT-FORM,form4-q23,COMPARE-MODEL-SELECTION-01,Context,constructed/open response,instructional,
u5_55_109,Extra Practice,5.5,Extra Practice — 24,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERTEX-TO-FACTORED,form4-q24,direct-procedure,Equation,constructed/open response,instructional,
u5_51_110,CYU,5.1,CYU — 1,I can construct equivalent polynomial expressions by factoring out a greatest common factor.,,Intro,S51-GCF-2TERM,cyu-1,direct-procedure,Equation,constructed/open response,instructional,
u5_51_111,CYU,5.1,CYU — 2,I can construct equivalent polynomial expressions by factoring out a greatest common factor.,,Intro,S51-GCF-VARIABLE,cyu-2,direct-procedure,Equation,constructed/open response,instructional,
u5_51_112,CYU,5.1,CYU — 3,I can apply structure to rewrite polynomial expressions in a more useful form.,,Intro,S51-STRUCTURE-3TERM,cyu-3,direct-procedure,Equation,constructed/open response,instructional,
u5_51_113,CYU,5.1,CYU — 4,I can apply structure to rewrite polynomial expressions in a more useful form.,,Intro,S51-TERM-TABLE,cyu-4,REPRESENTATION-CONNECTION-01,Table,constructed/open response,instructional,
u5_51_114,CYU,5.1,CYU — 5,I can determine whether a rewritten expression is reasonable by checking common factors and equivalent products.,,Intro,S51-VERIFY,cyu-5,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_51_115,CYU,5.1,CYU — 6,I can determine whether a rewritten expression is reasonable by checking common factors and equivalent products.,,Intro,S51-ERROR-GCF,cyu-6,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_52_110,CYU,5.2,CYU — 1,I can build factored forms of quadratic trinomials using product-sum relationships.,,Intro,S52-MONIC,cyu-1,direct-procedure,Equation,constructed/open response,instructional,
u5_52_111,CYU,5.2,CYU — 2,I can build factored forms of quadratic trinomials using product-sum relationships.,,Intro,S52-MONIC,cyu-2,direct-procedure,Equation,constructed/open response,instructional,
u5_52_112,CYU,5.2,CYU — 3,I can use patterns in coefficients and constants to factor quadratic trinomials.,,Intro,S52-NONMONIC,cyu-3,direct-procedure,Equation,constructed/open response,instructional,
u5_52_113,CYU,5.2,CYU — 4,I can use patterns in coefficients and constants to factor quadratic trinomials.,,Intro,S52-PRODUCT-SUM-TABLE,cyu-4,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_52_114,CYU,5.2,CYU — 5,I can predict missing factors or terms by extending product-sum reasoning.,,Intro,S52-MISSING-FACTOR,cyu-5,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_52_115,CYU,5.2,CYU — 6,I can predict missing factors or terms by extending product-sum reasoning.,,Intro,S52-VERIFY,cyu-6,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_53_110,CYU,5.3,CYU — 1,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-DIFF-SQUARES,cyu-1,direct-procedure,Equation,constructed/open response,instructional,
u5_53_111,CYU,5.3,CYU — 2,I can design a strategy for factoring special polynomial patterns.,,Intro,S53-PERFECT-SQUARE,cyu-2,direct-procedure,Equation,constructed/open response,instructional,
u5_53_112,CYU,5.3,CYU — 3,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-DIFF-SQUARES,cyu-3,direct-procedure,Equation,constructed/open response,instructional,
u5_53_113,CYU,5.3,CYU — 4,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,S53-GCF-THEN-SPECIAL,cyu-4,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_53_114,CYU,5.3,CYU — 5,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-PATTERN-CHECK,cyu-5,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_53_115,CYU,5.3,CYU — 6,I can assess whether a polynomial fits a special factoring pattern before rewriting it.,,Intro,S53-REVERSE-PATTERN,cyu-6,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_54_110,CYU,5.4,CYU — 1,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-FACTORS-TO-ZEROS,cyu-1,direct-procedure,Equation,constructed/open response,instructional,
u5_54_111,CYU,5.4,CYU — 2,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,S54-ZEROS-TO-FACTORS,cyu-2,direct-procedure,Equation,constructed/open response,instructional,
u5_54_112,CYU,5.4,CYU — 3,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-ZERO-PRODUCT,cyu-3,direct-procedure,Equation,constructed/open response,instructional,
u5_54_113,CYU,5.4,CYU — 4,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,S54-TABLE-ZEROS,cyu-4,REPRESENTATION-CONNECTION-01,Table,constructed/open response,instructional,
u5_54_114,CYU,5.4,CYU — 5,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-DETERMINE-A,cyu-5,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_54_115,CYU,5.4,CYU — 6,"I can extend connections among factors, zeros, intercepts, and graph behavior.",,Intro,S54-ERROR-ZEROS,cyu-6,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_55_110,CYU,5.5,CYU — 1,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-VERTEX-FROM-FORM,cyu-1,direct-procedure,Equation,constructed/open response,instructional,
u5_55_111,CYU,5.5,CYU — 2,I can construct equivalent quadratic forms to reveal different key features.,,Intro,S55-ZEROS-FROM-FORM,cyu-2,direct-procedure,Equation,constructed/open response,instructional,
u5_55_112,CYU,5.5,CYU — 3,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-YINTERCEPT-STANDARD,cyu-3,direct-procedure,Equation,constructed/open response,instructional,
u5_55_113,CYU,5.5,CYU — 4,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,S55-FACTORED-TO-STANDARD,cyu-4,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_55_114,CYU,5.5,CYU — 5,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,cyu-5,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_55_115,CYU,5.5,CYU — 6,I can critique which quadratic form best supports a given question or context.,,Intro,S55-CHOOSE-FORM,cyu-6,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_51_116,Warm-Up 1,5.1,Warm-Up 1 — 1,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-DIAMOND,wu1-diamond,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_51_117,Warm-Up 1,5.1,Warm-Up 1 — 2,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-REVIEW,wu1-2,direct-procedure,Equation,constructed/open response,instructional,
u5_51_118,Warm-Up 1,5.1,Warm-Up 1 — 3,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-REVIEW,wu1-3,direct-procedure,Equation,constructed/open response,instructional,
u5_51_119,Warm-Up 1,5.1,Warm-Up 1 — 4,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-REVIEW,wu1-4,direct-procedure,Equation,constructed/open response,instructional,
u5_51_120,Warm-Up 2,5.1,Warm-Up 2 — 1,I can construct equivalent polynomial expressions by factoring out a greatest common factor.,,Intro,5.1-INTRO-RETRIEVAL,wu2-1,direct-procedure,Equation,constructed/open response,instructional,
u5_51_121,Warm-Up 2,5.1,Warm-Up 2 — 2,I can apply structure to rewrite polynomial expressions in a more useful form.,,Intro,5.1-INTRO-RETRIEVAL,wu2-2,direct-procedure,Equation,constructed/open response,instructional,
u5_51_122,Warm-Up 2,5.1,Warm-Up 2 — 3,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-REVIEW,wu2-3,direct-procedure,Equation,constructed/open response,instructional,
u5_51_123,Warm-Up 2,5.1,Warm-Up 2 — 4,Solve systems using substitution and choose efficient forms for solving.,U5-MG01,Mastery,5.1-MASTERY-RETRIEVAL,wu2-4,direct-procedure,Equation,constructed/open response,instructional,
u5_51_124,Warm-Up 3,5.1,Warm-Up 3 — 1,I can apply structure to rewrite polynomial expressions in a more useful form.,,Intro,5.1-INTRO-RETRIEVAL,wu3-1,direct-procedure,Equation,constructed/open response,instructional,
u5_51_125,Warm-Up 3,5.1,Warm-Up 3 — 2,"Add, subtract, and multiply polynomial expressions.",,Review,5.1-REVIEW,wu3-2,direct-procedure,Equation,constructed/open response,instructional,
u5_51_126,Warm-Up 3,5.1,Warm-Up 3 — 3,Solve systems using substitution and choose efficient forms for solving.,U5-MG01,Mastery,5.1-MASTERY-RETRIEVAL,wu3-3,direct-procedure,Equation,constructed/open response,instructional,
u5_51_127,Warm-Up 3,5.1,Warm-Up 3 — 4,Solve systems using substitution and choose efficient forms for solving.,U5-MG01,Mastery,5.1-MASTERY-RETRIEVAL,wu3-4,direct-procedure,Equation,constructed/open response,instructional,
u5_52_116,Warm-Up 1,5.2,Warm-Up 1 — 1,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-DIAMOND,wu1-diamond,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_52_117,Warm-Up 1,5.2,Warm-Up 1 — 2,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-REVIEW,wu1-2,direct-procedure,Equation,constructed/open response,instructional,
u5_52_118,Warm-Up 1,5.2,Warm-Up 1 — 3,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-REVIEW,wu1-3,direct-procedure,Equation,constructed/open response,instructional,
u5_52_119,Warm-Up 1,5.2,Warm-Up 1 — 4,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-REVIEW,wu1-4,direct-procedure,Equation,constructed/open response,instructional,
u5_52_120,Warm-Up 2,5.2,Warm-Up 2 — 1,I can build factored forms of quadratic trinomials using product-sum relationships.,,Intro,5.2-INTRO-RETRIEVAL,wu2-1,direct-procedure,Equation,constructed/open response,instructional,
u5_52_121,Warm-Up 2,5.2,Warm-Up 2 — 2,I can use patterns in coefficients and constants to factor quadratic trinomials.,,Intro,5.2-INTRO-RETRIEVAL,wu2-2,direct-procedure,Equation,constructed/open response,instructional,
u5_52_122,Warm-Up 2,5.2,Warm-Up 2 — 3,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-REVIEW,wu2-3,direct-procedure,Equation,constructed/open response,instructional,
u5_52_123,Warm-Up 2,5.2,Warm-Up 2 — 4,Solve systems graphically and by elimination while interpreting the meaning of different solution types.,U5-MG01,Mastery,5.2-MASTERY-RETRIEVAL,wu2-4,direct-procedure,Equation,constructed/open response,instructional,
u5_52_124,Warm-Up 3,5.2,Warm-Up 3 — 1,I can use patterns in coefficients and constants to factor quadratic trinomials.,,Intro,5.2-INTRO-RETRIEVAL,wu3-1,direct-procedure,Equation,constructed/open response,instructional,
u5_52_125,Warm-Up 3,5.2,Warm-Up 3 — 2,Connect polynomial expressions to quadratic graphs and key features.,,Review,5.2-REVIEW,wu3-2,direct-procedure,Equation,constructed/open response,instructional,
u5_52_126,Warm-Up 3,5.2,Warm-Up 3 — 3,Solve systems graphically and by elimination while interpreting the meaning of different solution types.,U5-MG01,Mastery,5.2-MASTERY-RETRIEVAL,wu3-3,direct-procedure,Equation,constructed/open response,instructional,
u5_52_127,Warm-Up 3,5.2,Warm-Up 3 — 4,Solve systems graphically and by elimination while interpreting the meaning of different solution types.,U5-MG01,Mastery,5.2-MASTERY-RETRIEVAL,wu3-4,direct-procedure,Equation,constructed/open response,instructional,
u5_53_116,Warm-Up 1,5.3,Warm-Up 1 — 1,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-DIAMOND,wu1-diamond,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_53_117,Warm-Up 1,5.3,Warm-Up 1 — 2,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-REVIEW,wu1-2,direct-procedure,Equation,constructed/open response,instructional,
u5_53_118,Warm-Up 1,5.3,Warm-Up 1 — 3,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-REVIEW,wu1-3,direct-procedure,Equation,constructed/open response,instructional,
u5_53_119,Warm-Up 1,5.3,Warm-Up 1 — 4,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-REVIEW,wu1-4,direct-procedure,Equation,constructed/open response,instructional,
u5_53_120,Warm-Up 2,5.3,Warm-Up 2 — 1,I can design a strategy for factoring special polynomial patterns.,,Intro,5.3-INTRO-RETRIEVAL,wu2-1,direct-procedure,Equation,constructed/open response,instructional,
u5_53_121,Warm-Up 2,5.3,Warm-Up 2 — 2,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,5.3-INTRO-RETRIEVAL,wu2-2,direct-procedure,Equation,constructed/open response,instructional,
u5_53_122,Warm-Up 2,5.3,Warm-Up 2 — 3,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-REVIEW,wu2-3,direct-procedure,Equation,constructed/open response,instructional,
u5_53_123,Warm-Up 2,5.3,Warm-Up 2 — 4,Create and solve systems that model real-world situations.,U5-MG02,Mastery,5.3-MASTERY-RETRIEVAL,wu2-4,direct-procedure,Equation,constructed/open response,instructional,
u5_53_124,Warm-Up 3,5.3,Warm-Up 3 — 1,I can apply difference-of-squares and perfect-square-trinomial patterns.,,Intro,5.3-INTRO-RETRIEVAL,wu3-1,direct-procedure,Equation,constructed/open response,instructional,
u5_53_125,Warm-Up 3,5.3,Warm-Up 3 — 2,"Identify common function families from graphs, equations, tables, and contexts.",,Review,5.3-REVIEW,wu3-2,direct-procedure,Equation,constructed/open response,instructional,
u5_53_126,Warm-Up 3,5.3,Warm-Up 3 — 3,Create and solve systems that model real-world situations.,U5-MG02,Mastery,5.3-MASTERY-RETRIEVAL,wu3-3,direct-procedure,Equation,constructed/open response,instructional,
u5_53_127,Warm-Up 3,5.3,Warm-Up 3 — 4,Create and solve systems that model real-world situations.,U5-MG02,Mastery,5.3-MASTERY-RETRIEVAL,wu3-4,direct-procedure,Equation,constructed/open response,instructional,
u5_54_116,Warm-Up 1,5.4,Warm-Up 1 — 1,Graph and write translated functions using key points and key features.,,Review,5.4-DIAMOND,wu1-diamond,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_54_117,Warm-Up 1,5.4,Warm-Up 1 — 2,Graph and write translated functions using key points and key features.,,Review,5.4-REVIEW,wu1-2,direct-procedure,Equation,constructed/open response,instructional,
u5_54_118,Warm-Up 1,5.4,Warm-Up 1 — 3,Graph and write translated functions using key points and key features.,,Review,5.4-REVIEW,wu1-3,direct-procedure,Equation,constructed/open response,instructional,
u5_54_119,Warm-Up 1,5.4,Warm-Up 1 — 4,Graph and write translated functions using key points and key features.,,Review,5.4-REVIEW,wu1-4,direct-procedure,Equation,constructed/open response,instructional,
u5_54_120,Warm-Up 2,5.4,Warm-Up 2 — 1,I can formulate quadratic functions in factored form from zeros or intercepts.,,Intro,5.4-INTRO-RETRIEVAL,wu2-1,direct-procedure,Equation,constructed/open response,instructional,
u5_54_121,Warm-Up 2,5.4,Warm-Up 2 — 2,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,5.4-INTRO-RETRIEVAL,wu2-2,direct-procedure,Equation,constructed/open response,instructional,
u5_54_122,Warm-Up 2,5.4,Warm-Up 2 — 3,Graph and write translated functions using key points and key features.,,Review,5.4-REVIEW,wu2-3,direct-procedure,Equation,constructed/open response,instructional,
u5_54_123,Warm-Up 2,5.4,Warm-Up 2 — 4,Graph and interpret linear inequalities.,U5-MG03,Mastery,5.4-MASTERY-RETRIEVAL,wu2-4,direct-procedure,Equation,constructed/open response,instructional,
u5_54_124,Warm-Up 3,5.4,Warm-Up 3 — 1,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,,Intro,5.4-INTRO-RETRIEVAL,wu3-1,direct-procedure,Equation,constructed/open response,instructional,
u5_54_125,Warm-Up 3,5.4,Warm-Up 3 — 2,Graph and write translated functions using key points and key features.,,Review,5.4-REVIEW,wu3-2,direct-procedure,Equation,constructed/open response,instructional,
u5_54_126,Warm-Up 3,5.4,Warm-Up 3 — 3,Graph and interpret linear inequalities.,U5-MG03,Mastery,5.4-MASTERY-RETRIEVAL,wu3-3,direct-procedure,Equation,constructed/open response,instructional,
u5_54_127,Warm-Up 3,5.4,Warm-Up 3 — 4,Graph and interpret linear inequalities.,U5-MG03,Mastery,5.4-MASTERY-RETRIEVAL,wu3-4,direct-procedure,Equation,constructed/open response,instructional,
u5_55_116,Warm-Up 1,5.5,Warm-Up 1 — 1,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-DIAMOND,wu1-diamond,REPRESENTATION-CONNECTION-01,Equation,constructed/open response,instructional,
u5_55_117,Warm-Up 1,5.5,Warm-Up 1 — 2,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-REVIEW,wu1-2,direct-procedure,Equation,constructed/open response,instructional,
u5_55_118,Warm-Up 1,5.5,Warm-Up 1 — 3,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-REVIEW,wu1-3,direct-procedure,Equation,constructed/open response,instructional,
u5_55_119,Warm-Up 1,5.5,Warm-Up 1 — 4,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-REVIEW,wu1-4,direct-procedure,Equation,constructed/open response,instructional,
u5_55_120,Warm-Up 2,5.5,Warm-Up 2 — 1,I can construct equivalent quadratic forms to reveal different key features.,,Intro,5.5-INTRO-RETRIEVAL,wu2-1,direct-procedure,Equation,constructed/open response,instructional,
u5_55_121,Warm-Up 2,5.5,Warm-Up 2 — 2,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,5.5-INTRO-RETRIEVAL,wu2-2,direct-procedure,Equation,constructed/open response,instructional,
u5_55_122,Warm-Up 2,5.5,Warm-Up 2 — 3,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-REVIEW,wu2-3,direct-procedure,Equation,constructed/open response,instructional,
u5_55_123,Warm-Up 2,5.5,Warm-Up 2 — 4,Analyze and interpret systems of linear inequalities.,U5-MG04,Mastery,5.5-MASTERY-RETRIEVAL,wu2-4,direct-procedure,Equation,constructed/open response,instructional,
u5_55_124,Warm-Up 3,5.5,Warm-Up 3 — 1,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.",,Intro,5.5-INTRO-RETRIEVAL,wu3-1,direct-procedure,Equation,constructed/open response,instructional,
u5_55_125,Warm-Up 3,5.5,Warm-Up 3 — 2,"Analyze and graph transformations involving stretches, compressions, and reflections.",,Review,5.5-REVIEW,wu3-2,direct-procedure,Equation,constructed/open response,instructional,
u5_55_126,Warm-Up 3,5.5,Warm-Up 3 — 3,Analyze and interpret systems of linear inequalities.,U5-MG04,Mastery,5.5-MASTERY-RETRIEVAL,wu3-3,direct-procedure,Equation,constructed/open response,instructional,
u5_55_127,Warm-Up 3,5.5,Warm-Up 3 — 4,Analyze and interpret systems of linear inequalities.,U5-MG04,Mastery,5.5-MASTERY-RETRIEVAL,wu3-4,direct-procedure,Equation,constructed/open response,instructional,
u5_51_128,Exit Ticket A,5.1,Exit Ticket A — 1,I can construct equivalent polynomial expressions by factoring out a greatest common factor.,,Intro,5.1-ETA,eta-1,direct-procedure,Equation,constructed/open response,instructional,
u5_51_129,Exit Ticket A,5.1,Exit Ticket A — 2,I can construct equivalent polynomial expressions by factoring out a greatest common factor.,,Intro,5.1-ETA,eta-2,direct-procedure,Equation,constructed/open response,instructional,
