order,bank_id,destination,section,i_can,stage,question_family_id,variation,representation,response_type,summative_version,mastery_goal_id
609,U8-S5-P2-16,Practice Set 2,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-TRANSLATE,P2-16,Equation + Table,constructed/open response,,
610,U8-S5-P2-17,Practice Set 2,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-MODEL-PREDICT,P2-17,Context + Equation,constructed/open response,,
611,U8-S5-P2-18,Practice Set 2,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-EVIDENCE-ORGANIZER,P2-18,Multiple representations,constructed/open response,,
612,U8-S5-P2-19,Practice Set 2,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,P2-19,Table + Equation,constructed/open response,,
613,U8-S5-P2-20,Practice Set 2,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-CONTEXT,P2-20,Context + Equation,constructed/open response,,
614,U8-S5-P2-21,Practice Set 2,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-GRAPH,P2-21,Graph + Equation,constructed/open response,,
615,U8-S5-P2-22,Practice Set 2,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF,P2-22,Equation,constructed/open response,,
616,U8-S5-P2-23,Practice Set 2,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF-CONTEXT,P2-23,Context + Equation,constructed/open response,,
617,U8-S5-P2-24,Practice Set 2,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-DISCRIM,P2-24,Equation,constructed/open response,,
618,U8-S5-P3-01,Practice Set 3,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONNECT-TABLE-EQ,P3-1,Table + Equation,constructed/open response,,
619,U8-S5-P3-02,Practice Set 3,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-COMPETE-MODELS,P3-2,Context,constructed/open response,,
620,U8-S5-P3-03,Practice Set 3,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-CONFLICT,P3-3,Multiple representations,constructed/open response,,
621,U8-S5-P3-04,Practice Set 3,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CAPSTONE-FIT,P3-4,Equation + Table data + Context,constructed/open response,,
622,U8-S5-P3-05,Practice Set 3,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-STRATEGY,P3-5,Concept,constructed/open response,,
623,U8-S5-P3-06,Practice Set 3,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-TRANSLATE,P3-6,Equation + Table,constructed/open response,,
624,U8-S5-P3-07,Practice Set 3,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-MODEL-PREDICT,P3-7,Context + Equation,constructed/open response,,
625,U8-S5-P3-08,Practice Set 3,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-EVIDENCE-ORGANIZER,P3-8,Multiple representations,constructed/open response,,
626,U8-S5-P3-09,Practice Set 3,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-GRAPH-SYNTHESIS,P3-9,Graph,constructed/open response,,
627,U8-S5-P3-10,Practice Set 3,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CHOOSE-REP,P3-10,Concept,constructed/open response,,
628,U8-S5-P3-11,Practice Set 3,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CONNECT-TABLE-EQ,P3-11,Table + Equation,constructed/open response,,
629,U8-S5-P3-12,Practice Set 3,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-COMPETE-MODELS,P3-12,Context,constructed/open response,,
630,U8-S5-P3-13,Practice Set 3,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONFLICT,P3-13,Multiple representations,constructed/open response,,
631,U8-S5-P3-14,Practice Set 3,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CAPSTONE-FIT,P3-14,Equation + Table data + Context,constructed/open response,,
632,U8-S5-P3-15,Practice Set 3,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-STRATEGY,P3-15,Concept,constructed/open response,,
633,U8-S5-P3-16,Practice Set 3,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-TRANSLATE,P3-16,Equation + Table,constructed/open response,,
634,U8-S5-P3-17,Practice Set 3,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-MODEL-PREDICT,P3-17,Context + Equation,constructed/open response,,
635,U8-S5-P3-18,Practice Set 3,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-EVIDENCE-ORGANIZER,P3-18,Multiple representations,constructed/open response,,
636,U8-S5-P3-19,Practice Set 3,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,P3-19,Table + Equation,constructed/open response,,
637,U8-S5-P3-20,Practice Set 3,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-CONTEXT,P3-20,Context + Equation,constructed/open response,,
638,U8-S5-P3-21,Practice Set 3,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-GRAPH,P3-21,Graph + Equation,constructed/open response,,
639,U8-S5-P3-22,Practice Set 3,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF,P3-22,Equation,constructed/open response,,
640,U8-S5-P3-23,Practice Set 3,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF-CONTEXT,P3-23,Context + Equation,constructed/open response,,
641,U8-S5-P3-24,Practice Set 3,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-DISCRIM,P3-24,Equation,constructed/open response,,
642,U8-S5-PX-01,Extra Practice,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONNECT-TABLE-EQ,PX-1,Table + Equation,constructed/open response,,
643,U8-S5-PX-02,Extra Practice,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-COMPETE-MODELS,PX-2,Context,constructed/open response,,
644,U8-S5-PX-03,Extra Practice,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-CONFLICT,PX-3,Multiple representations,constructed/open response,,
645,U8-S5-PX-04,Extra Practice,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CAPSTONE-FIT,PX-4,Equation + Table data + Context,constructed/open response,,
646,U8-S5-PX-05,Extra Practice,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-STRATEGY,PX-5,Concept,constructed/open response,,
647,U8-S5-PX-06,Extra Practice,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-TRANSLATE,PX-6,Equation + Table,constructed/open response,,
648,U8-S5-PX-07,Extra Practice,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-MODEL-PREDICT,PX-7,Context + Equation,constructed/open response,,
649,U8-S5-PX-08,Extra Practice,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-EVIDENCE-ORGANIZER,PX-8,Multiple representations,constructed/open response,,
650,U8-S5-PX-09,Extra Practice,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-GRAPH-SYNTHESIS,PX-9,Graph,constructed/open response,,
651,U8-S5-PX-10,Extra Practice,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CHOOSE-REP,PX-10,Concept,constructed/open response,,
652,U8-S5-PX-11,Extra Practice,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CONNECT-TABLE-EQ,PX-11,Table + Equation,constructed/open response,,
653,U8-S5-PX-12,Extra Practice,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-COMPETE-MODELS,PX-12,Context,constructed/open response,,
654,U8-S5-PX-13,Extra Practice,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONFLICT,PX-13,Multiple representations,constructed/open response,,
655,U8-S5-PX-14,Extra Practice,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-CAPSTONE-FIT,PX-14,Equation + Table data + Context,constructed/open response,,
656,U8-S5-PX-15,Extra Practice,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-STRATEGY,PX-15,Concept,constructed/open response,,
657,U8-S5-PX-16,Extra Practice,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-TRANSLATE,PX-16,Equation + Table,constructed/open response,,
658,U8-S5-PX-17,Extra Practice,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-MODEL-PREDICT,PX-17,Context + Equation,constructed/open response,,
659,U8-S5-PX-18,Extra Practice,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-EVIDENCE-ORGANIZER,PX-18,Multiple representations,constructed/open response,,
660,U8-S5-PX-19,Extra Practice,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,PX-19,Table + Equation,constructed/open response,,
661,U8-S5-PX-20,Extra Practice,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-CONTEXT,PX-20,Context + Equation,constructed/open response,,
662,U8-S5-PX-21,Extra Practice,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-GRAPH,PX-21,Graph + Equation,constructed/open response,,
663,U8-S5-PX-22,Extra Practice,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF,PX-22,Equation,constructed/open response,,
664,U8-S5-PX-23,Extra Practice,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF-CONTEXT,PX-23,Context + Equation,constructed/open response,,
665,U8-S5-PX-24,Extra Practice,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-DISCRIM,PX-24,Equation,constructed/open response,,
666,U8-S5-CYU-01,CYU,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONNECT-TABLE-EQ,CYU-1,Table + Equation,constructed/open response,,
667,U8-S5-CYU-02,CYU,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-COMPETE-MODELS,CYU-2,Context,constructed/open response,,
668,U8-S5-CYU-03,CYU,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-CONFLICT,CYU-3,Multiple representations,constructed/open response,,
669,U8-S5-CYU-04,CYU,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CAPSTONE-FIT,CYU-4,Equation + Table data + Context,constructed/open response,,
670,U8-S5-CYU-05,CYU,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-STRATEGY,CYU-5,Concept,constructed/open response,,
671,U8-S5-CYU-06,CYU,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-TRANSLATE,CYU-6,Equation + Table,constructed/open response,,
672,U8-S5-WU1-01,Warm-Up 1,8.5,Accurately perform operations with integers while using the Diamond Problem relationship.,Prior/Review,DIAMOND,S5,Diamond,constructed/open response,,
673,U8-S5-WU1-02,Warm-Up 1,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-CONTEXT,WU1-2,Context + Equation,constructed/open response,,
674,U8-S5-WU1-03,Warm-Up 1,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-GRAPH,WU1-3,Graph + Equation,constructed/open response,,
675,U8-S5-WU1-04,Warm-Up 1,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,WU1-4,Table + Equation,constructed/open response,,
676,U8-S5-WU2-01,Warm-Up 2,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONNECT-TABLE-EQ,WU2-1,Table + Equation,constructed/open response,,
677,U8-S5-WU2-02,Warm-Up 2,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-COMPETE-MODELS,WU2-2,Context,constructed/open response,,
678,U8-S5-WU2-03,Warm-Up 2,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,WU2-3,Table + Equation,constructed/open response,,
679,U8-S5-WU2-04,Warm-Up 2,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF-CONTEXT,WU2-4,Context + Equation,constructed/open response,,
680,U8-S5-WU3-01,Warm-Up 3,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-CONNECT-TABLE-EQ,WU3-1,Table + Equation,constructed/open response,,
681,U8-S5-WU3-02,Warm-Up 3,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,WU3-2,Table + Equation,constructed/open response,,
682,U8-S5-WU3-03,Warm-Up 3,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-QF-CONTEXT,WU3-3,Context + Equation,constructed/open response,,
683,U8-S5-WU3-04,Warm-Up 3,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery Retrieval,S5-MAS-DISCRIM,WU3-4,Equation,constructed/open response,,
684,U8-S5-ETA-01,Exit Ticket A,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CONNECT-TABLE-EQ,ETA-1,Context + Table + Equation + Graph connection,constructed/open response,,
685,U8-S5-ETA-02,Exit Ticket A,8.5,I can use multiple representations to solve complex function problems and interpret results.,Intro,S5-COMPETE-MODELS,ETA-2,Equation + Table + Context,constructed/open response,,
686,U8-S5-ETA-03,Exit Ticket A,8.5,I can assess competing solution strategies and choose the representation that best supports the conclusion.,Intro,S5-CONFLICT,ETA-3,Multiple representations,constructed/open response,,
687,U8-S5-ETA-04,Exit Ticket A,8.5,"I can construct a solution pathway that connects equations, graphs, tables, and contexts across function families.",Intro,S5-CAPSTONE-FIT,ETA-4,Equation + Table + Context + Graph connection,constructed/open response,,
688,U8-S5-ETB-01,Exit Ticket B,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-GRAPH,ETB-1,Graph + Equation,constructed/open response,,
689,U8-S5-ETB-02,Exit Ticket B,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-TABLE,ETB-2,Table + Equation,constructed/open response,,
690,U8-S5-ETB-03,Exit Ticket B,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-CONTEXT,ETB-3,Context + Equation,constructed/open response,,
691,U8-S5-ETB-04,Exit Ticket B,8.5,"Write exponential equations from tables, graphs, and situations.",Review,S5-REV-WRITE-EXP-GRAPH,ETB-4,Graph + Equation,constructed/open response,,
692,U8-S5-ETC-01,Exit Ticket C,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery/Portfolio,S5-MAS-QF,ETC-1,Equation,constructed/open response,,U8-MG03
693,U8-S5-ETC-02,Exit Ticket C,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery/Portfolio,S5-MAS-QF-CONTEXT,ETC-2,Context + Equation,constructed/open response,,U8-MG03
694,U8-S5-ETC-03,Exit Ticket C,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery/Portfolio,S5-MAS-DISCRIM,ETC-3,Equation,constructed/open response,,U8-MG03
695,U8-S5-ETC-04,Exit Ticket C,8.5,Solve quadratic equations using the quadratic formula and interpret solutions.,Mastery/Portfolio,S5-MAS-QF,ETC-4,Equation,constructed/open response,,U8-MG03
696,U8-SUM-V1-Q01,Secure Summative V1,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-INTERPRET,V1,Equation + Graph connection,constructed/open response,V1,U8-MG01
697,U8-SUM-V1-Q02,Secure Summative V1,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-CONTEXT,V1,Context + Factored equation,constructed/open response,V1,U8-MG01
698,U8-SUM-V1-Q03,Secure Summative V1,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-SOLVE,V1,Equation,constructed/open response,V1,U8-MG02
699,U8-SUM-V1-Q04,Secure Summative V1,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-VERTEX,V1,Equation + Graph features,constructed/open response,V1,U8-MG02
700,U8-SUM-V1-Q05,Secure Summative V1,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-FORMULA-SOLVE,V1,Equation,constructed/open response,V1,U8-MG03
701,U8-SUM-V1-Q06,Secure Summative V1,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-DISCRIMINANT,V1,Equation,constructed/open response,V1,U8-MG03
702,U8-SUM-V1-Q07,Secure Summative V1,SUM,"Select and defend an efficient quadratic solution method based on equation structure, accuracy, and fit.",Mastery/Summative,SUM-METHOD-SELECT,V1,Equation set + Written reasoning,constructed/open response,V1,U8-MG04
703,U8-SUM-V1-Q08,Secure Summative V1,SUM,"Build and interpret quadratic models, including maximums, minimums, intercepts, and contextually meaningful solutions.",Mastery/Summative,SUM-QUAD-MODEL,V1,Context + Equation + Graph,constructed/open response,V1,U8-MG05
704,U8-SUM-V2-Q01,Secure Summative V2,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-SOLVE,V2,Equation,constructed/open response,V2,U8-MG02
705,U8-SUM-V2-Q02,Secure Summative V2,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-INTERPRET,V2,Equation + Graph connection,constructed/open response,V2,U8-MG01
706,U8-SUM-V2-Q03,Secure Summative V2,SUM,"Select and defend an efficient quadratic solution method based on equation structure, accuracy, and fit.",Mastery/Summative,SUM-METHOD-SELECT,V2,Equation set + Written reasoning,constructed/open response,V2,U8-MG04
707,U8-SUM-V2-Q04,Secure Summative V2,SUM,"Build and interpret quadratic models, including maximums, minimums, intercepts, and contextually meaningful solutions.",Mastery/Summative,SUM-QUAD-MODEL,V2,Context + Equation + Graph,constructed/open response,V2,U8-MG05
708,U8-SUM-V2-Q05,Secure Summative V2,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-FORMULA-SOLVE,V2,Equation,constructed/open response,V2,U8-MG03
709,U8-SUM-V2-Q06,Secure Summative V2,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-CONTEXT,V2,Context + Factored equation,constructed/open response,V2,U8-MG01
710,U8-SUM-V2-Q07,Secure Summative V2,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-DISCRIMINANT,V2,Equation,constructed/open response,V2,U8-MG03
711,U8-SUM-V2-Q08,Secure Summative V2,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-VERTEX,V2,Equation + Graph features,constructed/open response,V2,U8-MG02
712,U8-SUM-V3-Q01,Secure Summative V3,SUM,"Build and interpret quadratic models, including maximums, minimums, intercepts, and contextually meaningful solutions.",Mastery/Summative,SUM-QUAD-MODEL,V3,Context + Equation + Graph,constructed/open response,V3,U8-MG05
713,U8-SUM-V3-Q02,Secure Summative V3,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-FORMULA-SOLVE,V3,Equation,constructed/open response,V3,U8-MG03
714,U8-SUM-V3-Q03,Secure Summative V3,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-SOLVE,V3,Equation,constructed/open response,V3,U8-MG02
715,U8-SUM-V3-Q04,Secure Summative V3,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-INTERPRET,V3,Equation + Graph connection,constructed/open response,V3,U8-MG01
716,U8-SUM-V3-Q05,Secure Summative V3,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-VERTEX,V3,Equation + Graph features,constructed/open response,V3,U8-MG02
717,U8-SUM-V3-Q06,Secure Summative V3,SUM,"Select and defend an efficient quadratic solution method based on equation structure, accuracy, and fit.",Mastery/Summative,SUM-METHOD-SELECT,V3,Equation set + Written reasoning,constructed/open response,V3,U8-MG04
718,U8-SUM-V3-Q07,Secure Summative V3,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-CONTEXT,V3,Context + Factored equation,constructed/open response,V3,U8-MG01
719,U8-SUM-V3-Q08,Secure Summative V3,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-DISCRIMINANT,V3,Equation,constructed/open response,V3,U8-MG03
720,U8-SUM-V4-Q01,Secure Summative V4,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-DISCRIMINANT,V4,Equation,constructed/open response,V4,U8-MG03
721,U8-SUM-V4-Q02,Secure Summative V4,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-CONTEXT,V4,Context + Factored equation,constructed/open response,V4,U8-MG01
722,U8-SUM-V4-Q03,Secure Summative V4,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-VERTEX,V4,Equation + Graph features,constructed/open response,V4,U8-MG02
723,U8-SUM-V4-Q04,Secure Summative V4,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,SUM-FACTOR-INTERPRET,V4,Equation + Graph connection,constructed/open response,V4,U8-MG01
724,U8-SUM-V4-Q05,Secure Summative V4,SUM,"Select and defend an efficient quadratic solution method based on equation structure, accuracy, and fit.",Mastery/Summative,SUM-METHOD-SELECT,V4,Equation set + Written reasoning,constructed/open response,V4,U8-MG04
725,U8-SUM-V4-Q06,Secure Summative V4,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,SUM-COMPLETE-SOLVE,V4,Equation,constructed/open response,V4,U8-MG02
726,U8-SUM-V4-Q07,Secure Summative V4,SUM,"Build and interpret quadratic models, including maximums, minimums, intercepts, and contextually meaningful solutions.",Mastery/Summative,SUM-QUAD-MODEL,V4,Context + Equation + Graph,constructed/open response,V4,U8-MG05
727,U8-SUM-V4-Q08,Secure Summative V4,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,SUM-FORMULA-SOLVE,V4,Equation,constructed/open response,V4,U8-MG03
728,U8-SUM-V5-Q01,Secure Summative V5,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,ALT5-ZEROS-BUILD,V5,Equation + Graph connection,constructed/open response,V5,U8-MG01
729,U8-SUM-V5-Q02,Secure Summative V5,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,ALT5-FACTOR-SETZERO,V5,Equation,constructed/open response,V5,U8-MG01
730,U8-SUM-V5-Q03,Secure Summative V5,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,ALT5-AREA-SQUARE,V5,Area model + Equation,constructed/open response,V5,U8-MG02
731,U8-SUM-V5-Q04,Secure Summative V5,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,ALT5-CS-CONTEXT,V5,Equation + Graph features,constructed/open response,V5,U8-MG02
732,U8-SUM-V5-Q05,Secure Summative V5,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,ALT5-DISC-THEN-SOLVE,V5,Equation,constructed/open response,V5,U8-MG03
733,U8-SUM-V5-Q06,Secure Summative V5,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,ALT5-FORMULA-MAP,V5,Coefficient map + Equation,constructed/open response,V5,U8-MG03
734,U8-SUM-V5-Q07,Secure Summative V5,SUM,"Select and defend an efficient quadratic solution method based on equation structure, accuracy, and fit.",Mastery/Summative,ALT5-CRITIQUE-METHOD,V5,Written reasoning,constructed/open response,V5,U8-MG04
735,U8-SUM-V5-Q08,Secure Summative V5,SUM,"Build and interpret quadratic models, including maximums, minimums, intercepts, and contextually meaningful solutions.",Mastery/Summative,ALT5-MODEL-GARDEN,V5,Context + Equation,constructed/open response,V5,U8-MG05
736,U8-SUM-V6-Q01,Secure Summative V6,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,ALT6-TABLE-ZEROS,V6,Table + Equation,constructed/open response,V6,U8-MG01
737,U8-SUM-V6-Q02,Secure Summative V6,SUM,Solve quadratic equations by factoring and the zero product property and interpret solutions in graphs and contexts.,Mastery/Summative,ALT6-CONTEXT-ROOTS,V6,Context + Factored equation,constructed/open response,V6,U8-MG01
738,U8-SUM-V6-Q03,Secure Summative V6,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,ALT6-CS-EQUALITY,V6,Equation,constructed/open response,V6,U8-MG02
739,U8-SUM-V6-Q04,Secure Summative V6,SUM,Complete the square to solve quadratic equations and connect equivalent forms to vertex and symmetry.,Mastery/Summative,ALT6-VERTEX-SYMMETRY,V6,Table + Equation,constructed/open response,V6,U8-MG02
740,U8-SUM-V6-Q05,Secure Summative V6,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,ALT6-DISC-GRAPH,V6,Equation + Graph interpretation,constructed/open response,V6,U8-MG03
741,U8-SUM-V6-Q06,Secure Summative V6,SUM,Use the quadratic formula and discriminant to solve quadratic equations and predict the number and type of real solutions.,Mastery/Summative,ALT6-QF-APPROX,V6,Equation,constructed/open response,V6,U8-MG03
742,U8-SUM-V6-Q07,Secure Summative V6,SUM,"Select and defend an efficient quadratic solution method based on equation structure, accuracy, and fit.",Mastery/Summative,ALT6-STRATEGY-PLAN,V6,Method-selection plan,constructed/open response,V6,U8-MG04
743,U8-SUM-V6-Q08,Secure Summative V6,SUM,"Build and interpret quadratic models, including maximums, minimums, intercepts, and contextually meaningful solutions.",Mastery/Summative,ALT6-MODEL-REVENUE,V6,Context + Equation,constructed/open response,V6,U8-MG05
